name,price
包邮疯狂Python讲义+你也能看得懂的Python算法书 pytho编程视频教程书籍,129.00
包邮 小天才学Python+小天才学Python 教学指导+人工智能基础教程 Python篇 青少版,95.60
Python程序设计实验指导书/高等院校信息技术规划教材,34.10
机器学习应用系统设计,62.60
Python编程与人工智能启蒙,24.80
Python程序设计,28.90
3本 图解深度学习+图解机器学习+Python编程从零基础到项目实战 人工智能书籍,120.80
预测分析：Python语言实现,40.70
Python语言在Abaqus中的应用（附CD-ROM光盘1张）,37.90
Python深度学习,83.00
精通Python设计模式,35.50
神经网络与深度学习：基于TensorFlow框架和Python技术实现,41.70
Python云原生：构建应对海量用户数据的高可扩展Web应用,81.90
Python基础实例教程（微课版）,40.70
包邮 [按需印刷]编写高质量代码：改善Python程序的91个建议 计算|3770256,59.00
金融科技创新与量化金融投资系列丛书：量化金融投资及其Python应用,41.60
包邮 从零开始学Python数据分析与挖掘书籍 Python 3版本作为数据分析与挖掘实战的应用工具,57.30
Python程序设计与算法基础教程（21世纪高等学校计算机专业实用规划教材）,50.10
Python并行编程手册,38.90
Python程序设计实用教程（全国高等院校应用型创新规划教材·计算机系列）,46.40
Python新手使用Django架站的16堂课,70.30
Python机器学习 5个数据科学家案例解析,39.30
Python程序设计习题解析/大学计算机基础教育规划教材,25.40
Python网络爬虫技术,33.30
Head First Python(中文版)第二版 python从入门到实践 python编程,85.00
机器学习Web应用,51.90
Python程序设计,27.90
Python程序设计第一课,38.70
机器人系统设计与制作：Python语言实现,43.30
4本 深度学习+机器学习 周志华+百面机器学习+Python神经网络编程 人工智能书籍,305.00
Python程序设计开发宝典,63.50
Python爬虫开发 从入门到实战（微课版）,39.30
深度实践OpenStack：基于Python的OpenStack组件开发,57.90
Python程序设计基础（第2版）（计算机系列教材）,42.90
正版包邮 Python编程 从入门到实践 基本教程到完整项目开发爬虫学习数据分析处理 语言程序设计p,55.00
Python带我起飞 入门、进阶、商业实战,55.90
物联网应用设计与实战：基于AVR单片机和Python,46.60
数据结构（Python版）/21世纪高等学校计算机基础实用规划教材,32.70
Python数据分析与挖掘实战 Python核心编程  Python语言开发入门教程 计算机网络,69.00
Python 3 基础教程,35.20
从问题到程序 用Python学编程和计算,50.60
Python数据分析基础（全国高等院校应用型创新规划教材·计算机系列）,32.30
Python数据分析机器学习深度学习和NLP实例编程 深度学习实战Python网络爬虫,230.00
"Python基础教程(第2版 修订版) [挪]Magnus Lie Hetland,司维",45.82
Python程序设计实验指导书,27.30
【包邮】Python渗透测试编程技术 方法与实践 李华峰 Python 黑帽子书籍,51.60
现货 笨办法学Python 第3版 Python编程教程 python核心手册,42.50
Python数据科学手册(影印版)(英文版),77.34
人工智能实验教材/职业教育1 python“智龙X计划”指定用书,174.20
深度学习+机器学习实战（python基础教程指南） deep learning,175.20
量化投资 以Python为工具 Python语言处理 数据Python金融 量化投资,65.80
包邮 Python学习手册（原书第5版） 计算机与互联网 书箱|8053406,148.90
利用Python开源工具分析恶意代码,78.20
Python机器学习经典实例（影印版 英文版）,75.80
正版 Python深度学习 deep learning深度学习 python人工智能机器学习经典教程,83.00
【高教现货】2019高教版Python语言程序设计冲刺试卷 含线上题库 全国计算机等级考试二级Pyt,32.50
零基础学Python 附光盘python基础教程 零开始从入门到精通,60.40
清华科技大讲堂：Python数据分析实战,35.90
Python：统计人的视角/统计数据分析与应用丛书,24.80
Python实用教程（含典型案例视频分析）,57.80
Python性能分析与优化,35.50
和孩子一起玩编程 中小学编程入门书 趣学python编程入门零基础教孩子学编程的书 少儿小学生儿童趣,50.00
【好书推荐】  像计算机科学家一样思考Python Python核心编程,26.50
人工智能基础教程  Python篇 青少版 丁亮 姜春茂 于振中 程序设计 清华大学出版社,34.50
父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程,46.00
python基础教程第2版修订版 (挪)海特兰德 从入门到实践 图灵程序设计丛书,59.80
Python深度学习实战-75个有关神经网络建模.强化学习与迁移学习的,58.50
基于python的web大数据爬取实战指南,120.90
Python微服务开发 python语言编程教程书籍 使用flask测试驱动开发与文档化设计,43.00
正版 玩转Django 2.0 黄永祥 Python编程教程书籍 DjangoWeb开发,47.40
现货 流畅的Python 计算机编程语言 Python核心技术 编程思想,94.40
正版现货 利用Python进行数据分析（原书第2版）python基础入门到精通书|8050025,80.90
包邮 Python编程实战：运用设计模式、并发和程序库创建高质量程序 计|3770418,46.90
正版现货 Python核心编程第3版 python开发大全 python入门到精通书籍 p,51.50
智能Web算法（第2版）,63.50
包邮 Python数据科学：技术详解与商业实践 计算机与互联网 书箱|8049590,67.30
Python核心编程 第3版(第3版),56.50
Python 3网络爬虫开发实战+爬虫 数据清洗与可视化实战+Python网络爬虫从入门到实践教程书,149.00
深度学习入门 基于Python3的理论与实现 从零创建深度学习模型 深度学习入门经典畅销,43.70
正版现货 数据结构与算法：Python语言实现/数据库算法/python语言计算机书|1016124,74.10
【现货正版】 Python编程无师自通 专业程序员的养成 宋秉金Python3网络爬虫项目编程,39.20
Python3.6编程实践指南 计算机科学入门（原书第3版）,56.90
投资学及其Python应用/高等院校财政金融专业应用型教材,35.70
Python高级数据分析：机器学习、深度学习和NLP实例,46.60
"""笨办法""学Python 3",41.90
Python微控制器编程从零开始 使用MicroPython,39.30
Python数据分析与应用 大数据云计算计算机书籍正版,39.80
Python网络数据爬取及分析从入门到精通（分析篇）,47.20
学习编程第一步 零基础上手Python开发,63.00
【正版】流畅的Python  python进阶书籍 计算机编程语言 数据分析从入门到实践爬虫核心编程,139.00
计算机科学导论 以Python为舟（第2版）/21世纪高等学校计算机专业实用规划教材,39.60
Python3网络爬虫开发实战 pyspider Scrapy框架设计 分布式视频爬虫录音爬虫编写,69.80
Python数据分析与挖掘实战/计算机软件与程序设计/Python教材书|4894338,46.90
深度学习+机器学习 周志华+Python神经网络编程 人工智能书籍3本套装,215.80
Python编程 从入门到实践 基本教程概念到完整项目开发 爬虫学习 数据分析处理 编程语言程序设计,64.30
包邮 图解算法 使用Python+图解数据结构 使用Python 简单有趣的算法入门书,95.80
树莓派实战全攻略:Scratch、Python、Linux、Minecraft应用与机器人智能制作,89.30
现货包邮 DevOps和自动化运维实践/Python/Linux/Unix运维书|8053230,60.50
Python绝技,51.70
现货包邮 高教2019年版全国计算机等级考试二级教程Python语言程序设计+冲刺试卷第2版含线上题,67.80
Python语言程序设计,34.30
Python数据科学实践指南,46.60
Python数据分析与挖掘实战/大数据技术丛书,47.00
Python编程基础与案例集锦 中学版+中学生可以这样学Python书籍,62.60
包邮Python机器学习 5个数据科学家案例解析+ 机器学习 周志华西瓜书机器学习入门书 2本,101.00
OpenCV3计算机视觉Python语言实现 原书第2版 人脸检测与识别,37.40
正版包邮 Django企业开发实战 高效Python Web框架指南 博客系统开发实例教程书籍,72.00
Python项目案例开发从入门到实战——爬虫、游戏和机器学习（从入门到实战·微课视频）,59.90
正版 教孩子学编程Python语言版 少儿编程零基础学编程入门教程书籍同scratch为少儿编程课程,35.40
包邮PySpark实战指南 利用Python和Spark+Apache Spark机器学习,80.80
Python机器学习算法 赵志勇 9787121313196,40.02
Python机器学习实践指南,49.70
Python语言程序设计,53.10
深入浅出Python机器学习,51.10
Python程序设计——计算思维视角（高等学校计算机类国家级特色专业系列规划教材）,41.60
新书现货 小天才学Python+小天才学Python 教学指导 小学生学Python语言入门书籍,55.60
【python 教程】 教孩子学编程Python语言版,31.50
Spark数据分析：基于Python语言（英文版）,67.10
包邮 利用Python进行数据分析（原书第2版） 计算机与互联网 书箱|8050025,80.90
包邮 数据结构与算法：Python语言实现 计算机与互联网 书箱|1016124,74.10
PYTHON数据分析基础(第2版)/阮敬/十三五规划教材,107.80
Python编程快速上手 让繁琐工作自动化 [美] Al Sweigart  斯维加特 9,40.02
基于Python的大数据分析基础及实战 Python编程,47.50
官方正版包邮 Python机器学习与量化投资 Python语言sklearn模块库内置机器学习书籍,62.41
包邮 数据结构与算法：Python语言描述/Python书籍结构算法/计算机教材|4909472,31.50
Python程序设计教程/高等学校计算机科学与技术教材,40.90
Python数据分析实战,57.90
图灵程序设计丛书·Python数据分析基础教程：NumPy学习指南（第2版）,36.50
包邮疯狂Python讲义 李刚 python基础教程书籍,86.60
语料库与Python应用,38.50
3本 Python编程从入门到实践+Python核心编程 第3版+Python 3标准库,278.00
人工智能开发语言——Python,71.80
"Think Python, 2e",544.20
Python人脸识别 从入门到工程实践 计算机视觉基础知识书籍,51.00
现货 父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程,49.60
Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 9787302,57.42
零压力学Python,58.80
语料库与Python应用/语料库翻译学文库,45.00
量化投资：以Python为工具 Python语言处理 数据Python金融 量化投资,53.50
Python程序设计,62.40
TensorFlow深度学习,38.70
预测分析：Python语言实现,40.70
Python语言在Abaqus中的应用（附CD-ROM光盘1张）,37.90
Python深度学习,83.00
精通Python设计模式,35.50
神经网络与深度学习：基于TensorFlow框架和Python技术实现,41.70
Python云原生：构建应对海量用户数据的高可扩展Web应用,81.90
Python3面向对象编程(第2版影印版)(英文版),61.78
Python爬虫开发 从入门到实战（微课版）,39.30
深度实践OpenStack：基于Python的OpenStack组件开发,57.90
Python程序设计基础（第2版）（计算机系列教材）,42.90
Python网络数据爬取及分析从入门到精通（爬取篇）,47.20
"对比Excel,轻松学习Python数据分析",38.30
机器人Python极客编程入门与实战,54.30
正版包邮 Python编程 从入门到实践 基本教程到完整项目开发爬虫学习数据分析处理 语言程序设计p,55.00
Python 3.x程序设计基础/计算机系列教材,39.60
The Greedy Python  Board Book,36.90
Python机器学习入门（影印版 英文版）,64.30
经济金融数据分析及其Python应用（数量经济学系列丛书）,32.80
Python项目开发实战（第2版）,62.30
包邮 教孩子学编程+趣学Python+父与子的编程之旅 全3册 教孩子编程的图书 python,129.00
精通Scrapy网络爬虫,40.70
创客机器人实战：基于Arduino和树莓派,57.70
Python数据科学入门,36.50
Python快速编程入门 传智播客 黑马程序员 python编程从入门到实践基础视频教程核心编程爬虫,32.00
实战Python网络爬虫,89.10
Python机器学习实践：测试驱动的开发方法,46.60
教孩子学编程 Python语言版,44.25
Automate The Boring Stuff With Python,160.00
深度学习——基于Python语言和TensorFlow平台（视频讲解版）,41.70
Python数据分析实战,46.60
树莓派实战全攻略:Scratch、Python、Linux、Minecraft应用与机器人智能制作,89.30
深海管道试验的数值模拟理论及应用：ABAQUS参数化设计中的Python脚本,27.60
PYTHON基础教程(第三版),69.80
Python金融大数据分析,70.30
包邮 机器学习：使用OpenCV和Python进行智能图像处理 计算机与|8053731,46.90
正版 Python深度学习 deep learning深度学习 python人工智能机器学习经典教程,83.00
爱上Raspberry Pi 第2版 树莓派编程快速入门手册,38.60
Python 实战编程：从零学Python,78.90
数据馆员的Python简明手册,43.50
少儿编程语言 小学生c++趣味编程+ Scratch2.0少儿编程奇幻之旅+趣学Python,125.00
华章程序员书库·Python编程实战：运用设计模式、并发和程序库创建高质量程序,45.60
包邮 自动化平台测试开发 Python测试开发实战 App自动化测试方案 软件自动化测试开发技术书,49.60
Python 3网络爬虫开发实战,68.00
全栈数据之门,72.70
Python核心编程 第3版 python开发大全 python入门到精通书籍第三版 人民邮电出版社,56.80
Python 3.x全栈开发从入门到精通,72.20
Python神经网络编程 深度学习人工智能 机器学习入门教程书籍,36.50
Python 程序设计基础实战教程,41.40
Python应用开发实战,69.50
面向自然语言处理的深度学习：用Python创建神经网络,54.50
利用Python进行数据分析（原书第2版）,81.60
Python数据分析：基于Plotly的动态可视化绘图,72.70
Python编程：从数据分析到数据科学,53.70
Python科学计算最佳实践 SciPy指南,54.50
零基础学Python（图文版）,60.70
包邮 Python编程 从数据分析到数据科学 朝乐门 数据科学大数据分析应用书籍 电子工业出版社,49.90
零基础学Python（图文版）,60.70
包邮 Python编程 从数据分析到数据科学 朝乐门 数据科学大数据分析应用书籍 电子工业出版社,49.90
达人迷 Python趣味编程10例,78.30
包邮 Python数据分析与数据化运营 计算机与互联网 书箱|6998727,67.30
机器学习 Python实践,54.30
Python与数据挖掘,38.70
3本 Python编程 从入门到实践+利用Python进行数据分析+Python神经网络编程,206.30
人工智能入门与实战 使用Raspberry Pi和Python演练,47.20
Python 3学习笔记（上卷）,81.90
Python数据科学入门,60.70
Python数据科学指南,69.50
Python 3.5从零开始学,46.60
Python程序设计基础,27.60
程序设计导论：Python语言实践,71.10
包邮 量化交易之路-用Python做股票量化分析+量化炼金术-中低频量化交易策略研发,108.00
Python语言程序设计基础(第2版)-嵩天、礼欣、黄天羽-高等教育出版社,28.80
Python网络爬虫从入门到实践,36.80
自学Python 编程基础、科学计算及数据分析,61.30
2本 Python编程从入门到实践+Python核心编程 第3版,129.80
Python自然语言处理,57.90
Python基础教程 第3版 图灵程序设计丛书 编程新手入门 软件工具 python,62.00
流畅的Python  python进阶书籍 计算机编程语言 数据分析从入门到实践精通爬虫核心,89.00
Python数据挖掘入门与实践,46.60
Python物理学高效计算,87.10
Python爬虫开发与项目实战,57.90
树莓派Python编程入门与实战（第2版）,60.70
Python测试驱动开发 使用Django Selenium和JavaScript进行Web编程,93.80
零起点Python足彩大数据与机器学习实盘分析,91.10
Python机器学习 第2版（影印版）,78.70
Python编程基础,31.40
零基础入门学习Python 小甲鱼计算机/网络 程序设计 零基础学编程基础学习教程,28.00
Python数据科学手册,79.60
Python游戏编程入门+C++游戏编程入门+游戏编程入门 全3册 游戏编程入门书籍,118.00
精通Python网络爬虫：核心技术、框架与项目实战,50.60
"Python Cookbook(中文版,第3版)",79.70
Python程序设计（第2版）/高等院校信息技术规划教材,39.60
包邮 小天才学Python+小天才学Python 教学指导+人工智能基础教程 Python篇 青少版,95.60
Python程序设计实验指导书/高等院校信息技术规划教材,34.10
Python编程与人工智能启蒙,24.80
Python网络爬虫实战（第2版）,62.40
Python带我起飞 入门、进阶、商业实战,72.70
Python数据科学导论：概念、技术与应用,43.30
人工智能基础教程（Python篇青少版）,41.90
零基础学Python,62.40
Python面向对象编程指南,69.50
深入浅出深度学习：原理剖析与Python实践,72.70
编程导论 以Python为舟,57.90
从零开始学Python程序设计,62.30
图解算法——使用Python,37.00
Python深度学习 人工智能 deep learning with python中文版机器学习实战,82.80
人工智能在信用债投资领域的应用：Python语言实践,63.50
和孩子一起玩编程,54.40
Python开发实践教程/高等职业教育“十三五”规划教材,18.70
电子数据取证与Python方法,46.00
MicroPython入门指南,43.00
Python数据爬取技术与实战手册,48.10
Python数据科学入门,60.70
Practical Machine Learning with Python: A ...,497.00
软件架构：Python语言实现,62.40
Keras快速上手：基于Python的深度学习实战,72.70
Python物理建模初学者指南,51.90
面向ArcGIS的Python脚本编程,38.70
Python 3 面向对象编程（第2版）,91.10
Python数据分析 第2版（影印版）,71.50
Python文本分析,57.90
Python自动化运维快速入门,47.20
Python绝技运用Python成为黑客 python编程教程书籍 黑客攻防技术与渗透测试教材,53.80
Python编程之美：最佳实践指南,81.90
Abaqus GUI程序开发指南 Python语言,49.40
营销数据科学：用R和Python进行预测分析的建模技术,72.80
Python Java C 语言从入门到精通三本套计算机核心编程基础教程书籍 零基础自学电脑程序设计,161.00
Python深度学习 人工智能机器学习经典教程 进行深度学习的探索实践 Keras之父 谷歌人工智能,77.30
Python树莓派编程,38.70
Python 3.6零基础入门与实战,44.60
包邮 Python语言程序设计 计算机与互联网 书箱|8056830,34.30
Python基础教程 第3版Python简明教程书籍 Python编程从入门到实践 灵程序设计丛书,71.80
机器人Python青少年编程开发实例,54.30
Python 新手学Django 2.0架站的16堂课（第2版）,79.20
Python全栈开发实践入门,63.50
3本 深度学习+机器学习 周志华+Python神经网络编程 人工智能书籍,215.80
Python编程基础与HTTP接口测试,35.50
从零开始学Python数据分析（视频教学版）,50.60
Python数据挖掘方法及应用,38.20
Python 3.x全栈开发从入门到精通,72.20
Python神经网络编程 深度学习人工智能 机器学习入门教程书籍,36.50
Python 程序设计基础实战教程,41.40
Python应用开发实战,69.50
面向自然语言处理的深度学习：用Python创建神经网络,54.50
零起点Python机器学习快速入门,54.30
利用Python进行数据分析（原书第2版）,81.60
Python数据分析：基于Plotly的动态可视化绘图,72.70
Python编程：从数据分析到数据科学,53.70
Python科学计算最佳实践 SciPy指南,54.50
零基础学Python（图文版）,60.70
达人迷 Python趣味编程10例,78.30
包邮 Python数据分析与数据化运营 计算机与互联网 书箱|6998727,67.30
Python编程基础,31.40
机器学习 Python实践,54.30
Python与数据挖掘,38.70
数据科学实战手册 R+Python,51.90
人工智能入门与实战 使用Raspberry Pi和Python演练,47.20
Python 3学习笔记（上卷）,81.90
Python数据科学指南,69.50
Python网络爬虫技术,33.30
Python 3.5从零开始学,46.60
Python程序设计基础,27.60
Python网络爬虫从入门到实践,36.80
自学Python 编程基础、科学计算及数据分析,61.30
2019全国计算机等级考试二级教程 Python语言程序设计+冲刺试卷含线上题库 2本,65.80
O'Reilly：Python学习手册（第4版）,94.00
Python 并行编程手册,54.30
Python极客项目编程,60.70
Python金融实战,69.50
Python深度学习：基于TensorFlow,61.30
精通Python自然语言处理,51.90
Python3网络爬虫开发实战崔庆才 Scrapy数据分析处理手册数据抓取指南 计算机编程语言 默认47,62.00
11招玩转网络安全：用Python，更安全,63.50
小天才学Python（教学指导）,38.60
Python人脸识别：从入门到工程实践,60.60
Python高性能 第2版,46.60
基于深度学习的自然语言处理+Python自然语言处理实战 套装共2册,113.90
Python数据分析从入门到精通,63.50
Python大战机器学习：数据科学家的第一个小目标,63.50
scikit learn机器学习：常用算法原理及编程实战,46.60
Python渗透测试编程技术 方法与实践,63.50
跟老齐学Python：Django实战,63.50
Python程序设计基础与应用,38.70
Python基础教程(第3版) [挪]芒努斯·利·海特兰德(Magnus Lie Hetl,57.42
正版 全国计算机等级考试二级教程——Python语言程序设计 计算机等级考试二级教程,32.30
2019全国计算机等级考试二级教程 Python语言程序设计+冲刺试卷含上线题库 2本计算机二级Py,63.50
正版Python 3网络爬虫开发实战 Scrapy数据分析处理手册 数据抓取指南python程序设计,70.00
程序员学Python,78.30
Python大规模机器学习,61.40
量化投资：以Python为工具,91.10
Python机器学习实践指南,60.70
Python机器学习及实践：从零开始通往Kaggle竞赛之路,45.10
青少年学Python,69.50
Python量化交易实战,63.20
Python深度学习实战：基于TensorFlow和Keras的聊天机器人以及人脸、物体和语音识别,54.50
Python核心编程 第3版 英文版,87.10
从零开始学Python（第2版）,60.70
从零开始学Python数据分析（视频教学版）,50.60
金融工程及其Python应用/高等院校财政金融专业应用型教材,37.30
Python与有限元--基于Python编程的有限元分析及应用扩展,42.90
Python设计模式,83.30
编程语言实现模式,66.20
图像处理与脉冲耦合神经网络：基于Python的实现（第3版）,62.40
Python编程之美：最佳实践指南,81.90
Python机器学习经典实例,46.50
高效算法 竞赛 应试与提高必修128例,40.90
Python编程基础与案例集锦（中学版）,45.10
数据科学实战手册 第2版,60.70
Python可以这样学,63.50
图解算法——使用Python,37.00
人工智能在信用债投资领域的应用：Python语言实践,63.50
Python开发实践教程/高等职业教育“十三五”规划教材,18.70
电子数据取证与Python方法,46.00
Python数据科学入门,60.70
Python树莓派编程,38.70
软件架构：Python语言实现,62.40
Keras快速上手：基于Python的深度学习实战,72.70
Python物理建模初学者指南,51.90
面向ArcGIS的Python脚本编程,38.70
Python 3 面向对象编程（第2版）,91.10
Python数据分析 第2版（影印版）,71.50
Python文本分析,57.90
Python自动化运维快速入门,47.20
Abaqus GUI程序开发指南 Python语言,49.40
Python科学计算(第2版)（附光盘）,89.20
Python数据可视化编程实战 第2版,60.70
正则指引（第2版）,81.90
Python项目案例开发从入门到实战——爬虫、游戏和机器学习（从入门到实战·微课视频）,70.20
金融数量分析—基于Python编程,45.80
全国计算机等级考试二级教程——Python语言程序设计（2019年版）,31.10
编程超有趣 奇妙Python轻松学 第1辑,60.70
Python机器学习与量化投资,72.70
小小的Python编程故事,63.50
少博士趣学Python,73.50
Python数据分析与数据化运营,76.90
机器学习入门之道,51.90
Python网络编程（第3版）,62.40
Python语言及其应用,55.30
Python深度学习,51.90
跟老齐学Python：轻松入门,54.30
Python数据可视化之matplotlib精进,63.50
深度学习之PyTorch实战计算机视觉,72.70
Python数据处理,71.70
Python 3.7从零开始学,54.50
Python数据分析与应用：从数据获取到可视化,45.80
Python自动化运维：技术与最佳实践,50.60
Python量化交易实战入门与技巧,60.70
Python参考手册 第4版 修订版,78.30
现货包邮 高教版Python语言程序设计冲刺试卷含上线题库第2版 全国计算机等级二级Python试卷,38.80
深度学习原理与实践,78.30
Python地理数据处理,69.50
ABAQUS Python二次开发攻略 CAE分析大系,52.60
包邮 Python编程从入门到实践python3.0绝技核心编程基础教程网络爬虫入门书籍,54.00
Python强化学习实战：应用OpenAI Gym和TensorFlow精通强化学习和深度强化学习,53.60
零起点Python大数据与量化交易,91.10
数据结构与算法：Python语言描述,37.10
数据分析技术：Python数据分析项目化教程,32.80
Python游戏编程快速上手 第4版,60.70
Python+Spark 2.0+Hadoop机器学习与大数据实战,78.20
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署,38.10
跟老齐学Python：Django实战（第2版）,72.70
实用卷积神经网络：运用Python实现高级深度学习模型,54.50
从Python开始学编程,45.10
Python数据分析,51.90
Python 3程序开发指南（第2版 修订版）,60.70
Python数字信号处理应用,39.60
Python袖珍指南（第5版）,35.00
趣学Python编程,39.60
Python程序员面试算法宝典,50.50
从芯片到云端：Python物联网全栈开发实践,109.50
2019全国计算机等级考试二级教程 Python语言程序设计+冲刺试卷含线上题库 2本,65.80
O'Reilly：Python学习手册（第4版）,94.00
Python 并行编程手册,54.30
Python金融实战,69.50
Python深度学习：基于TensorFlow,61.30
精通Python自然语言处理,51.90
Python3网络爬虫开发实战崔庆才 Scrapy数据分析处理手册数据抓取指南 计算机编程语言 默认47,62.00
11招玩转网络安全：用Python，更安全,63.50
小天才学Python（教学指导）,38.60
Python人脸识别：从入门到工程实践,60.60
Python高性能 第2版,46.60
我的Python世界 玩《Minecraft我的世界》学Python编程,60.70
Python数据分析从入门到精通,63.50
Python大战机器学习：数据科学家的第一个小目标,63.50
Python数据可视化之matplotlib实践,54.30
物联网Python开发实战,54.40
Python测试之道,52.60
Python语言程序设计基础（第2版）/教育部大学计算机课程改革项目规划教材,32.10
Python统计分析,69.50
趣学Python：教孩子学编程,51.90
Python游戏编程入门,38.60
Python机器学习基础教程,55.70
Python机器学习,69.50
Python数据分析 第2版,60.70
Python 3破冰人工智能 从入门到实战,51.90
scikit-learn机器学习（第2版）,51.90
Python 3 数据分析与机器学习实战,50.30
机器学习实战,48.70
Selenium 2自动化测试实战 基于Python语言,54.30
Python Web开发实战,96.60
PyQt5快速开发与实战,91.10
MicroPython入门指南,49.40
Python金融衍生品大数据分析：建模、模拟、校准与对冲,91.10
Python经典实例,109.60
大数据与人工智能技术丛书·Python机器学习：数据分析与评分卡建模（微课版）,39.20
利用Python进行数据分析,59.70
Keras深度学习实战,51.90
Python程序设计 第3版,60.70
卷积神经网络的Python实现,38.60
自动化平台测试开发：Python测试开发实战,63.50
Python 黑帽子：黑客与渗透测试编程之道,50.60
贝叶斯思维 统计建模的Python学习法,43.10
Python自然语言处理实战：核心技术与算法,54.50
Python高级编程 第2版,78.30
你也能看得懂的Python算法书,54.30
PyTorch深度学习,48.40
从零开始学Python网络爬虫,45.80
pytest测试实战,64.30
精通数据科学 从线性回归到深度学习,87.10
2019计算机二级 2019年全国计算机等级考试二级教程——Python语言程序设计(2019年版),36.50
Python高效开发实战：Django、Tornado、Flask、Twisted（第2版）,91.10
Python生物信息学数据管理,54.50
Python编程从入门到实践 C PRIMER PLUS第6版中文版 JAVA编程思想第4版 全3册,419.00
高教版Python语言程序设计冲刺试卷(含线上题库)（第2版）,43.50
Python地理空间分析指南（第2版）,69.50
Python高性能编程,69.50
Flask Web开发 基于Python的Web应用开发实战 第2版,54.40
OpenCV算法精解：基于Python与C++,72.70
Python Qt GUI快速编程：PyQt编程指南,62.40
Python机器学习算法,63.50
精通特征工程,46.60
Python黑客攻防入门,46.50
量化交易之路 用Python做股票量化分析,60.30
Python网络爬虫权威指南 第2版,62.40
人人都懂设计模式：从生活中领悟设计模式（Python实现）,72.70
Python与量化投资：从基础到实战,91.10
机器学习：使用OpenCV和Python进行智能图像处理,54.50
OpenCV 3计算机视觉：Python语言实现（原书第2版）,38.10
Python Linux系统管理与自动化运维,65.30
Python设计模式 第2版,34.30
量化投资技术分析实战 解码股票与期货交易模型,84.20
流利的Python语言（影印版 英文版）,85.30
Python机器学习 预测分析核心算法,60.70
Python数据分析与应用,37.10
Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现,63.50
Python机器学习（原书第2版）,70.20
从零开始学Python数据分析与挖掘,62.40
小小的Python编程故事,63.50
现货包邮 高教版2019全国计算机等级考试二级教程 Python语言程序设计+冲刺试卷+公共基础知识,82.60
Python和Pygame游戏开发指南,51.90
Python 3爬虫、数据清洗与可视化实战,45.10
虫术——Python绝技,91.10
像计算机科学家一样思考Python 第2版,43.10
Python学习手册 5 第五版,142.50
Python Web自动化测试设计与实现,66.40
Python 深度学习实战：75个有关神经网络建模、强化学习与迁移学习的解决方案,57.90
包邮 Python编程 从入门到实践 Python3.5编程入门图书 机器学习 数据处理 网络爬虫热,55.00
Python贝叶斯分析,60.70
小天才学Python,27.20
基于ArcGIS的Python编程秘笈（第2版）,60.70
Excel 数据之美：科学图表与商业图表的绘制（全彩）,63.50
Python自动化测试实战,64.20
Selenium自动化测试 基于 Python 语言,43.10
Python数据分析入门――从数据获取到可视化,54.30
Python数据科学手册,81.10
Python程序员面试宝典 剑指offer,76.30
Python和NLTK自然语言处理,121.40
Python计算机视觉编程,54.40
Python入门经典,34.30
相关性搜索：利用Solr与Elasticsearch创建智能应用,91.10
现货包邮 【扫码看视频】笨办法学python3 基础编程从入门到实践 核心编程语言书籍 计算机程序,42.80
Python趣味编程入门,43.10
Python科学计算(第2版)（附光盘）,89.20
Python数据可视化编程实战 第2版,60.70
正则指引（第2版）,81.90
Python项目案例开发从入门到实战——爬虫、游戏和机器学习（从入门到实战·微课视频）,70.20
金融数量分析—基于Python编程,45.80
Effective Python：编写高质量Python代码的59个有效方法,46.60
深度学习：基于Keras的Python实践,54.30
PyQt5快速开发与实战,91.10
全国计算机等级考试二级教程——Python语言程序设计（2019年版）,31.10
编程超有趣 奇妙Python轻松学 第1辑,60.70
Python机器学习与量化投资,72.70
Python编程 从入门到实践,61.20
少博士趣学Python,73.50
贝叶斯方法 概率编程与贝叶斯推断,51.90
物联网Python开发实战,54.40
Python Web开发实战,96.60
Python核心编程（第2版）,78.30
MicroPython入门指南,49.40
Python金融衍生品大数据分析：建模、模拟、校准与对冲,91.10
Python经典实例,109.60
Python数据分析与数据化运营,76.90
机器学习入门之道,51.90
Python机器学习及实践：从零开始通往Kaggle竞赛之路,45.10
Keras快速上手：基于Python的深度学习实战,72.70
Python网络编程（第3版）,62.40
大数据与人工智能技术丛书·Python机器学习：数据分析与评分卡建模（微课版）,39.20
利用Python进行数据分析,59.70
Keras深度学习实战,51.90
Web接口开发与自动化测试――基于Python语言,54.30
Python程序设计 第3版,60.70
从芯片到云端：Python物联网全栈开发实践,109.50
卷积神经网络的Python实现,38.60
